cpg_id,chrA,startA,RefGene,RefGene_Group,average,median,stdev
cg08698685,6,134513473,SGK1,Body,0.097,0.079,0.008
cg08698943,10,3509758,,,0.094,0.097,0.003
cg08700083,4,48382815,SLAIN2,Body,0.104,0.096,0.004
cg08712118,6,123142447,,,0.104,0.095,0.005
cg08713474,7,131068678,MKLN1;MKLN1,Body;Body,0.104,0.101,0.005
cg08716255,11,95433344,,,0.091,0.079,0.004
cg08726900,16,89550474,ANKRD11,5'UTR,0.109,0.106,0.006
cg08737189,7,131223417,PODXL;PODXL,Body;Body,0.098,0.091,0.003
cg08752433,12,111016566,PPTC7,Body,0.128,0.111,0.007
cg08759026,11,69061454,MYEOV,TSS200,0.101,0.080,0.004
cg08777402,2,121013745,RALB,5'UTR,0.093,0.091,0.004
cg08778851,17,29888936,,,0.094,0.089,0.004
cg08788438,11,63870619,FLRT1;MACROD1,TSS1500;Body,0.117,0.110,0.003
cg08802944,12,53874760,PCBP2;PCBP2;PCBP2;PCBP2;PCBP2;PCBP2;PCBP2;MAP3K12,3'UTR;3'UTR;3'UTR;3'UTR;3'UTR;3'UTR;3'UTR;3'UTR,0.130,0.128,0.004
cg08811259,6,56878665,BEND6,Body,0.088,0.067,0.004
cg08823240,17,43388897,MAP3K14,5'UTR,0.106,0.082,0.008
cg08827454,6,30922981,,,0.088,0.067,0.005
cg08837215,17,74443080,UBE2O,Body,0.100,0.101,0.003
cg08840913,2,24139933,ATAD2B,Body,0.112,0.100,0.005
cg08841257,8,10191002,MSRA;MSRA;MSRA,Body;Body;Body,0.089,0.093,0.002
cg08854170,10,120837360,EIF3A,Body,0.091,0.065,0.008
cg08858723,8,123830654,ZHX2,5'UTR,0.092,0.072,0.006
cg08861825,2,39597028,MAP4K3,Body,0.096,0.084,0.003
cg08866794,6,42104596,C6orf132,Body,0.094,0.066,0.006
cg08893087,1,93416982,FAM69A,Body,0.094,0.091,0.005
cg08893117,17,41327244,NBR1;NBR1;NBR1,5'UTR;5'UTR;5'UTR,0.098,0.040,0.016
cg08915024,4,99445460,TSPAN5,Body,0.089,0.060,0.010
cg08919597,6,138194824,TNFAIP3,Body,0.099,0.076,0.007
cg08964948,16,3860816,CREBBP;CREBBP,Body;Body,0.100,0.095,0.003
cg08966889,6,52440429,TRAM2,Body,0.109,0.082,0.005
cg08977270,3,158450833,RARRES1;RARRES1,TSS1500;TSS1500,0.094,0.074,0.006
cg09006420,17,463599,VPS53;VPS53,Body;Body,0.095,0.100,0.003
cg09010067,17,30821827,MYO1D,Body,0.088,0.077,0.004
cg09039672,12,52367989,ACVR1B;ACVR1B;ACVR1B,Body;Body;Body,0.098,0.088,0.004
cg09050775,12,46762708,SLC38A2,Body,0.090,0.086,0.005
cg09055743,5,152069274,,,0.114,0.121,0.007
cg09059767,16,90088488,GAS8;GAS8,TSS1500;TSS1500,0.101,0.089,0.005
cg09063434,10,682486,DIP2C,Body,0.108,0.092,0.010
cg09067506,11,69065869,,,0.112,0.104,0.004
cg09070885,11,12790203,TEAD1,Body,0.111,0.094,0.005
cg09080030,16,2820366,SRRM2,Body,0.092,0.075,0.008
cg09080522,22,44568387,PARVG;PARVG,TSS1500;TSS1500,0.094,0.099,0.005
cg09086087,16,68000763,SLC12A4;SLC12A4;SLC12A4;SLC12A4;SLC12A4,1stExon;Body;Body;Body;5'UTR,0.090,0.092,0.002
cg09120171,17,26380792,NLK,Body,0.089,0.080,0.006
cg09120987,10,33813708,,,0.088,0.070,0.006
cg09121047,1,87617328,LOC339524,Body,0.106,0.096,0.004
cg09127592,8,27164804,TRIM35,Body,0.118,0.119,0.010
cg09129050,11,64478374,NRXN2;NRXN2,Body;Body,0.087,0.080,0.005
cg09129334,13,111837676,ARHGEF7;ARHGEF7;ARHGEF7;ARHGEF7;ARHGEF7,Body;TSS1500;5'UTR;Body;Body,0.088,0.078,0.005
cg09130535,11,67039119,ADRBK1,Body,0.110,0.095,0.006
cg09144905,13,78280893,SLAIN1,5'UTR,0.089,0.080,0.004
cg09146813,5,178286626,ZNF354B,TSS1500,0.099,0.099,0.004
cg09150733,7,75984284,YWHAG,Body,0.102,0.093,0.003
cg09182455,12,109116994,CORO1C,5'UTR,0.124,0.128,0.004
cg09182900,6,43909955,,,0.093,0.094,0.002
cg09191706,11,9556090,,,0.093,0.085,0.004
cg09199609,5,172447063,SNORA74B;ATP6V0E1,TSS1500;Body,0.109,0.123,0.005
cg09209510,14,100288389,EML1;EML1,Body;Body,0.087,0.085,0.003
cg09230679,12,116586898,MIR620;MED13L,TSS1500;Body,0.130,0.108,0.007
cg09234454,1,94560697,ABCA4,Body,0.090,0.074,0.006
cg09238666,16,66584358,TK2,TSS200,0.097,0.089,0.005
cg09242307,12,24435026,SOX5,5'UTR,0.088,0.075,0.006
cg09245989,1,2454811,PANK4,Body,0.094,0.043,0.012
cg09246302,7,112121036,C7orf53;C7orf53;C7orf53,1stExon;TSS200;5'UTR,0.090,0.080,0.007
cg09247165,14,31458174,STRN3;STRN3,Body;Body,0.102,0.088,0.005
cg09247486,1,61437380,,,0.125,0.133,0.005
cg09247657,14,100262149,EML1;EML1,Body;Body,0.101,0.076,0.008
cg09251737,11,118874809,RPL23AP64;CCDC84,TSS1500;Body,0.091,0.078,0.009
cg09272923,1,7730096,CAMTA1,Body,0.090,0.064,0.007
cg09287328,10,134231487,,,0.086,0.060,0.008
cg09288962,16,56640057,,,0.111,0.112,0.005
cg09298313,14,55569959,,,0.129,0.116,0.006
cg09299075,10,76154015,ADK;ADK,Body;Body,0.106,0.109,0.004
cg09300089,16,89539230,ANKRD11,5'UTR,0.088,0.070,0.006
cg09315887,7,105753386,SYPL1;SYPL1,TSS1500;TSS1500,0.099,0.096,0.003
cg09318283,8,82146728,,,0.088,0.079,0.003
cg09318857,10,76956409,,,0.088,0.088,0.004
cg09320210,2,219989959,NHEJ1,Body,0.104,0.091,0.005
cg09335713,22,42828418,NFAM1,TSS200,0.098,0.061,0.009
cg09336017,6,90275361,ANKRD6,5'UTR,0.088,0.074,0.005
cg09351082,10,97319133,SORBS1;SORBS1,5'UTR;5'UTR,0.092,0.076,0.009
cg09357350,3,171894094,FNDC3B;FNDC3B,Body;Body,0.142,0.147,0.003
cg09358725,11,33914088,LMO2,TSS1500,0.130,0.127,0.003
cg09363342,4,1765091,,,0.089,0.084,0.003
cg09364733,13,33163175,PDS5B,5'UTR,0.100,0.055,0.013
cg09365002,6,33288329,DAXX;DAXX;DAXX;DAXX,Body;Body;Body;Body,0.090,0.071,0.004
cg09375284,7,100279738,GIGYF1,Body,0.093,0.083,0.003
cg09380594,14,67980422,TMEM229B,5'UTR,0.113,0.100,0.004
cg09384035,8,104131768,,,0.099,0.089,0.007
cg09386458,2,37571178,QPCT,TSS1500,0.088,0.085,0.004
cg09387914,6,53187374,ELOVL5,5'UTR,0.094,0.087,0.003
cg09416908,11,86384670,ME3;ME3;ME3,TSS1500;TSS1500;TSS1500,0.092,0.088,0.002
cg09417209,16,11715746,,,0.097,0.092,0.006
cg09417692,3,30700056,TGFBR2;TGFBR2,Body;Body,0.118,0.111,0.003
cg09442613,12,76054089,,,0.092,0.094,0.003
cg09449543,7,69246130,AUTS2;AUTS2;AUTS2,Body;Body;Body,0.099,0.099,0.005
cg09467433,3,171283606,,,0.149,0.142,0.004
cg09502069,1,224372558,DEGS1;DEGS1,Body;Body,0.099,0.081,0.007
cg09511477,7,99964511,PILRB;PILRB;PILRB,Body;Body;Body,0.111,0.071,0.009
cg09517873,1,12656315,DHRS3,Body,0.094,0.064,0.005
cg09524686,11,829182,EFCAB4A,Body,0.091,0.091,0.003
cg09527615,11,94883350,,,0.121,0.121,0.005
cg09537038,4,185291534,,,0.096,0.099,0.004
cg09540676,3,193721417,,,0.096,0.069,0.005
cg09547777,1,160160232,CASQ1,TSS200,0.089,0.093,0.002
cg09554701,1,180323123,ACBD6,Body,0.126,0.137,0.005
cg09554856,11,33914646,LMO2,TSS1500,0.099,0.105,0.002
cg09566995,11,1320634,TOLLIP,Body,0.087,0.084,0.006
cg09570214,12,110326108,,,0.107,0.103,0.005
cg09576143,10,124220367,HTRA1,TSS1500,0.104,0.101,0.006
cg09577115,20,21497180,,,0.109,0.117,0.007
cg09584359,10,81056358,ZMIZ1,Body,0.109,0.104,0.008
cg09588020,1,27755803,WASF2,5'UTR,0.098,0.096,0.003
cg09591329,2,102388664,MAP4K4;MAP4K4;MAP4K4,Body;Body;Body,0.091,0.067,0.005
cg09599862,2,139262297,SPOPL,5'UTR,0.112,0.094,0.005
cg09604569,2,232161891,ARMC9,Body,0.092,0.081,0.004
cg09624807,16,57080116,NLRC5,Body,0.114,0.103,0.004
cg09634707,10,72219713,,,0.088,0.081,0.004
cg09635994,22,51171263,SHANK3,3'UTR,0.105,0.100,0.005
cg09643398,3,187454482,BCL6;BCL6,5'UTR;TSS200,0.101,0.106,0.003
cg09646946,2,236725987,AGAP1;AGAP1,Body;Body,0.092,0.099,0.004
cg09652142,3,47932918,MAP4;MAP4;MAP4;MAP4,Body;Body;Body;Body,0.103,0.093,0.005
cg09664186,2,48097527,FBXO11;FBXO11;FBXO11,5'UTR;5'UTR;5'UTR,0.086,0.078,0.005
cg09680149,12,6487052,SCNN1A,TSS1500,0.089,0.080,0.005
cg09684112,10,13701447,FRMD4A,Body,0.102,0.086,0.007
cg09696044,20,55968294,RBM38;RBM38,Body;Body,0.131,0.136,0.003
cg09709457,3,194875295,C3orf21,Body,0.101,0.083,0.003
cg09721144,10,90282719,RNLS;RNLS,Body;Body,0.091,0.084,0.004
cg09729012,3,72395774,,,0.092,0.100,0.003
cg09738947,15,90608877,ZNF710,5'UTR,0.098,0.091,0.004
cg09742465,2,8618154,,,0.135,0.139,0.004
cg09747445,15,70387268,TLE3;TLE3;TLE3,Body;Body;Body,0.097,0.082,0.004
cg09758273,4,1237995,CTBP1;CTBP1,Body;5'UTR,0.099,0.068,0.007
cg09761690,16,72820681,ZFHX3;ZFHX3,3'UTR;3'UTR,0.092,0.086,0.008
cg09771595,12,76353360,,,0.139,0.142,0.009
cg09781028,7,90355905,CDK14,Body,0.105,0.100,0.004
cg09795087,1,95508854,ALG14,Body,0.089,0.097,0.003
cg09801824,10,74076930,,,0.120,0.119,0.003
cg09802818,12,52604609,LOC283404,TSS200,0.109,0.117,0.004
cg09830083,5,131561058,P4HA2;P4HA2;P4HA2;P4HA2;P4HA2,5'UTR;5'UTR;5'UTR;5'UTR;5'UTR,0.130,0.128,0.005
cg09831562,3,181327125,SOX2OT,TSS1500,0.091,0.082,0.006
cg09832245,16,85494611,,,0.100,0.095,0.005
cg09838336,7,43733719,C7orf44,5'UTR,0.097,0.106,0.003
cg09884146,2,65593908,SPRED2;SPRED2;SPRED2,5'UTR;1stExon;Body,0.099,0.097,0.005
cg09893570,17,58248058,,,0.096,0.089,0.005
cg09904140,16,84328208,WFDC1,TSS200,0.087,0.074,0.004
cg09915729,10,121513707,INPP5F;INPP5F,Body;Body,0.093,0.073,0.005
cg09923954,10,65460017,,,0.096,0.085,0.005
cg09933108,8,96002841,,,0.099,0.080,0.007
cg09935667,12,117164627,C12orf49,Body,0.096,0.089,0.005
cg09939729,16,88263144,,,0.108,0.032,0.022
cg09952595,11,12724913,TEAD1,5'UTR,0.087,0.085,0.003
cg09958065,10,12648526,CAMK1D;CAMK1D,Body;Body,0.104,0.100,0.007
cg09965388,17,42275123,ATXN7L3;ATXN7L3,Body;Body,0.097,0.096,0.003
cg09969462,17,80734497,TBCD,Body,0.092,0.089,0.004
cg09982942,2,112898400,FBLN7;FBLN7,Body;Body,0.092,0.072,0.007
cg09989727,15,57544645,TCF12;TCF12;TCF12;TCF12;TCF12,Body;Body;Body;Body;Body,0.089,0.078,0.006
cg10013455,10,134400191,INPP5A,Body,0.129,0.094,0.015
cg10018522,1,229122701,,,0.147,0.139,0.007
cg10020892,1,147016901,BCL9,5'UTR,0.092,0.084,0.004
cg10024730,12,123402350,,,0.108,0.096,0.005
cg10030512,7,2656424,,,0.127,0.112,0.006
cg10031769,10,35483963,CREM;CREM;CREM;CREM;CREM;CREM;CREM;CREM;CREM;CREM;CREM;CREM;CREM;CREM;CREM;CREM;CREM;CREM;CREM;CREM,Body;Body;Body;Body;TSS200;5'UTR;TSS200;TSS1500;Body;TSS1500;TSS1500;TSS1500;5'UTR;Body;Body;TSS1500;TSS200;Body;Body;TSS200,0.116,0.098,0.005
cg10035831,17,78865087,RPTOR;RPTOR,Body;Body,0.115,0.122,0.003
cg10037068,2,175500072,WIPF1;WIPF1,5'UTR;TSS1500,0.134,0.123,0.004
cg10042298,11,78024311,GAB2;GAB2,Body;5'UTR,0.091,0.083,0.005
cg10045881,1,111770291,CHI3L2;CHI3L2;CHI3L2;CHI3L2,1stExon;5'UTR;5'UTR;1stExon,0.114,0.096,0.005
cg10053779,10,121497344,INPP5F;INPP5F,Body;Body,0.094,0.091,0.004
cg10055950,7,7277007,C1GALT1,Body,0.092,0.085,0.005
cg10062193,4,47533905,ATP10D,Body,0.095,0.079,0.006
cg10090591,11,118869922,CCDC84,Body,0.124,0.110,0.006
cg10096948,16,67428497,TPPP3;TPPP3;ZDHHC1,TSS1500;TSS1500;3'UTR,0.099,0.071,0.009
cg10104687,12,1042021,RAD52,Body,0.109,0.042,0.016
cg10105262,1,224730478,,,0.138,0.141,0.006
cg10107890,2,44314289,,,0.090,0.092,0.003
cg10115348,1,17865653,ARHGEF10L,TSS1500,0.092,0.087,0.004
cg10115368,14,100435663,,,0.098,0.072,0.009
cg10120816,6,99296305,,,0.091,0.085,0.004
cg10122294,1,231765076,TSNAX-DISC1;DISC1;DISC1;DISC1;TSNAX-DISC1;DISC1;DISC1;DISC1;DISC1;TSNAX-DISC1;DISC1;DISC1;TSNAX-DISC1;DISC1;TSNAX-DISC1;DISC1;DISC1;DISC1;DISC1;DISC1;TSNAX-DISC1;TSNAX-DISC1;DISC1;DISC1;DISC1;DISC1;DISC1;TSNAX-DISC1;DISC1;DISC1;DISC1,Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body,0.087,0.089,0.004
cg10126181,6,21832051,FLJ22536,Body,0.086,0.078,0.003
cg10133100,11,68276883,SAPS3;SAPS3;SAPS3;SAPS3;SAPS3;SAPS3,5'UTR;5'UTR;5'UTR;5'UTR;5'UTR;5'UTR,0.094,0.100,0.006
cg10135894,4,7862655,AFAP1;AFAP1,Body;Body,0.098,0.104,0.005
cg10140309,20,49548661,ADNP;ADNP,TSS1500;TSS1500,0.178,0.190,0.008
cg10149296,2,20795912,,,0.096,0.063,0.006
cg10155522,11,94868555,,,0.088,0.094,0.003
cg10161685,10,25239957,PRTFDC1,Body,0.086,0.082,0.005
cg10166090,14,68162924,RDH11,TSS1500,0.086,0.070,0.008
cg10168494,3,187635183,,,0.103,0.098,0.004
cg10171557,20,34256821,NFS1,3'UTR,0.097,0.096,0.006
cg10172675,8,104132683,,,0.113,0.108,0.003
cg10174683,16,85619974,,,0.093,0.083,0.005
cg10179004,3,48601902,COL7A1;UCN2,Body;TSS1500,0.103,0.096,0.005
cg10206380,16,57672032,GPR56;GPR56;GPR56;GPR56;GPR56;GPR56;GPR56;GPR56,5'UTR;TSS1500;5'UTR;5'UTR;5'UTR;5'UTR;5'UTR;5'UTR,0.089,0.095,0.005
cg10206588,10,32044738,,,0.088,0.086,0.003
cg10220544,1,60171660,FGGY;FGGY,Body;Body,0.107,0.093,0.006
cg10231067,1,19254731,IFFO2,Body,0.091,0.080,0.005
cg10232198,1,98468025,,,0.093,0.079,0.005
cg10237542,1,51168010,FAF1,Body,0.091,0.075,0.009
cg10239163,2,25527366,DNMT3A;DNMT3A;DNMT3A,Body;Body;Body,0.103,0.098,0.006
cg10244503,1,87691781,,,0.096,0.078,0.006
cg10251594,6,106433444,,,0.117,0.117,0.002
cg10253967,3,63800090,,,0.087,0.084,0.005
cg10271880,14,77608587,ZDHHC22,TSS1500,0.115,0.113,0.005
cg10273615,7,137489165,DGKI,Body,0.088,0.077,0.004
cg10278149,2,208016923,KLF7,Body,0.090,0.073,0.005
cg10298741,16,73019173,ZFHX3;ZFHX3,5'UTR;5'UTR,0.087,0.079,0.003
cg10311020,10,27146906,ABI1;ABI1;ABI1;ABI1,Body;Body;Body;Body,0.092,0.074,0.005
cg10313197,16,81744554,CMIP;CMIP,3'UTR;3'UTR,0.099,0.090,0.004
cg10318744,14,69282256,,,0.102,0.070,0.011
cg10323490,2,88469007,THNSL2,TSS1500,0.089,0.068,0.007
cg10346364,11,67142268,LOC100130987;CLCF1;CLCF1,Body;TSS1500;TSS1500,0.090,0.079,0.004
cg10351617,21,47580738,,,0.114,0.097,0.008
cg10354232,2,133414633,LYPD1;LYPD1,Body;Body,0.101,0.069,0.008
cg10369688,19,39898283,ZFP36,Body,0.096,0.073,0.007
cg10377582,12,51612794,POU6F1,TSS1500,0.105,0.081,0.007
cg10378521,12,133101612,FBRSL1,Body,0.093,0.081,0.007
cg10395868,14,69263504,C14orf181,TSS1500,0.088,0.081,0.003
cg10397932,1,2166155,SKI,Body,0.105,0.107,0.004
cg10399099,16,51169072,,,0.097,0.073,0.011
cg10414177,13,51381839,DLEU7,Body,0.089,0.076,0.005
cg10415570,16,73053779,ZFHX3;ZFHX3,5'UTR;5'UTR,0.118,0.097,0.006
cg10422067,11,44963330,TP53I11;TP53I11,5'UTR;5'UTR,0.091,0.081,0.005
cg10438089,17,47818514,FAM117A,Body,0.093,0.099,0.007
cg10474404,3,129148047,C3orf25,TSS1500,0.109,0.110,0.006
cg10483525,16,73080909,ZFHX3;ZFHX3,5'UTR;5'UTR,0.087,0.076,0.004
cg10485752,1,26021655,MAN1C1,Body,0.087,0.081,0.006
cg10493055,4,99576808,TSPAN5,Body,0.086,0.075,0.003
cg10500147,12,6881601,LAG3,TSS200,0.124,0.119,0.009
cg10500737,21,17566381,C21orf34;C21orf34,Body;TSS1500,0.108,0.122,0.003
cg10502206,2,145182344,ZEB2;ZEB2,Body;Body,0.118,0.131,0.003
cg10519906,6,34563243,C6orf106;C6orf106,Body;Body,0.092,0.074,0.011
cg10520070,10,45922222,ALOX5,Body,0.096,0.086,0.003
cg10521596,12,127599623,,,0.090,0.080,0.003
cg10523860,14,103875565,MARK3;MARK3;MARK3;MARK3;MARK3,Body;Body;Body;Body;Body,0.096,0.082,0.006
cg10527300,13,110874326,COL4A1,Body,0.096,0.090,0.006
cg10529555,1,205254523,,,0.090,0.072,0.004
cg10530613,1,40346530,TRIT1,Body,0.102,0.080,0.015
cg10540110,1,202775609,KDM5B,Body,0.091,0.084,0.004
cg10540573,2,218869684,,,0.103,0.106,0.003
cg10559803,1,178693897,RALGPS2,TSS1500,0.105,0.102,0.002
cg10565187,19,1468943,APC2,Body,0.107,0.083,0.009
cg10582795,2,161172036,RBMS1;RBMS1,Body;Body,0.119,0.137,0.005
cg10583414,12,48207063,HDAC7;HDAC7,Body;Body,0.090,0.077,0.005
cg10587366,11,19548019,NAV2,Body,0.086,0.090,0.003
cg10591077,7,30030138,SCRN1;SCRN1;SCRN1;SCRN1,TSS1500;TSS1500;TSS1500;TSS1500,0.091,0.077,0.008
cg10591516,12,125405786,,,0.091,0.087,0.006
cg10593816,12,95397809,NDUFA12,TSS1500,0.107,0.097,0.005
cg10595421,6,151710284,ZBTB2,5'UTR,0.089,0.085,0.004
cg10596434,5,171878353,SH3PXD2B,Body,0.103,0.091,0.006
cg10598503,3,72235389,,,0.086,0.093,0.002
cg10599446,3,189073674,,,0.095,0.082,0.005
cg10601624,12,6404377,,,0.108,0.111,0.004
cg10603290,5,14154788,TRIO,Body,0.088,0.084,0.005
cg10622023,1,161965174,OLFML2B,Body,0.093,0.087,0.004
cg10623221,3,173119212,NLGN1,5'UTR,0.093,0.095,0.003
cg10624729,1,78298207,FAM73A,Body,0.091,0.082,0.003
cg10627737,13,111065189,COL4A2,Body,0.099,0.092,0.005
cg10628618,1,215779210,KCTD3,Body,0.086,0.071,0.005
cg10632600,19,1174612,SBNO2,TSS1500,0.089,0.089,0.007
cg10632966,10,105001051,,,0.124,0.123,0.004
cg10660107,5,114908715,,,0.102,0.099,0.005
cg10660666,9,134305380,BAT2L1,TSS200,0.087,0.089,0.003
cg10665616,7,69326361,AUTS2;AUTS2;AUTS2,Body;Body;Body,0.089,0.082,0.004
cg10667102,19,1265458,,,0.112,0.088,0.008
cg10687936,3,125085322,ZNF148,5'UTR,0.093,0.080,0.006
cg10692363,10,80327890,,,0.131,0.126,0.003
cg10699884,1,21661045,ECE1,Body,0.087,0.087,0.003
cg10713134,1,16303048,ZBTB17,TSS1500,0.090,0.073,0.003
cg10713232,17,37051959,LASP1,Body,0.100,0.092,0.005
cg10713515,10,22603999,COMMD3,TSS1500,0.100,0.084,0.006
cg10716612,4,184113429,WWC2,Body,0.110,0.102,0.005
cg10728351,4,122628020,,,0.103,0.101,0.008
cg10735582,3,150140075,TSC22D2,Body,0.086,0.073,0.004
cg10741418,14,73927547,,,0.106,0.114,0.005
cg10754215,4,8073804,ABLIM2;ABLIM2;ABLIM2;ABLIM2;ABLIM2;ABLIM2;ABLIM2,Body;Body;Body;Body;Body;Body;Body,0.111,0.089,0.009
cg10766030,13,31408838,,,0.114,0.090,0.011
cg10769531,7,110753971,LRRN3;IMMP2L;LRRN3;LRRN3,5'UTR;Body;5'UTR;5'UTR,0.089,0.087,0.004
cg10770046,1,6446787,ACOT7;ACOT7,Body;TSS1500,0.086,0.092,0.003
cg10773266,10,43895225,HNRNPF;HNRNPF;HNRNPF;HNRNPF,5'UTR;5'UTR;5'UTR;5'UTR,0.110,0.104,0.005
cg10777887,15,63484315,RAB8B,Body,0.087,0.066,0.007
cg10781513,3,193921641,,,0.101,0.095,0.003
cg10796749,1,10056837,RBP7,TSS1500,0.120,0.109,0.010
cg10800346,13,114829496,RASA3,Body,0.095,0.094,0.006
cg10805850,13,98794470,FARP1;FARP1,TSS1500;TSS1500,0.145,0.129,0.007
cg10812439,10,80862771,ZMIZ1,5'UTR,0.121,0.119,0.007
cg10819350,19,10655686,ATG4D,Body,0.086,0.062,0.004
cg10822352,10,13876378,FRMD4A,Body,0.098,0.079,0.006
cg10824582,11,116855630,SIK3,Body,0.109,0.102,0.007
cg10824972,6,11429244,,,0.090,0.098,0.004
cg10832035,6,170564889,LOC154449,Body,0.094,0.094,0.007
cg10837404,5,112356289,DCP2,3'UTR,0.086,0.088,0.004
cg10843343,12,53298027,KRT8,Body,0.087,0.090,0.004
cg10845147,5,172149624,,,0.090,0.079,0.004
cg10855825,17,42988799,GFAP;GFAP,Body;Body,0.087,0.079,0.004
cg10864056,5,132452454,,,0.092,0.095,0.003
cg10864200,4,720809,PCGF3,5'UTR,0.089,0.058,0.009
cg10864794,5,78203170,ARSB;ARSB,Body;Body,0.102,0.104,0.003
cg10879958,5,68708084,RAD17;RAD17;RAD17;RAD17;RAD17;RAD17;RAD17;RAD17,Body;Body;Body;Body;Body;Body;Body;Body,0.094,0.052,0.011
cg10881225,2,9984929,TAF1B,Body,0.086,0.077,0.005
cg10909790,10,45925455,ALOX5,Body,0.089,0.071,0.005
cg10919522,14,74227441,C14orf43;C14orf43,5'UTR;TSS1500,0.087,0.075,0.005
cg10933959,15,100890907,FLJ42289;FLJ42289,TSS1500;Body,0.087,0.078,0.005
cg10943263,6,2857924,,,0.096,0.096,0.003
cg10949007,5,95159614,GLRX;GLRX,TSS1500;TSS1500,0.125,0.104,0.007
cg10949319,10,105154064,MIR1307;USMG5,Body;5'UTR,0.101,0.076,0.009
cg10950524,7,2139216,MAD1L1;MAD1L1;MAD1L1,Body;Body;Body,0.087,0.082,0.004
cg10951289,1,205391381,LEMD1,TSS1500,0.093,0.096,0.004
cg10959711,1,153509096,S100A6,TSS1500,0.116,0.113,0.003
cg10959907,4,3374483,RGS12;RGS12;RGS12,Body;Body;Body,0.123,0.108,0.006
cg10960118,3,115386082,GAP43;GAP43,Body;Body,0.093,0.065,0.009
cg10960375,3,42694144,ZBTB47,TSS1500,0.102,0.090,0.002
cg10963949,1,173445463,PRDX6,TSS1500,0.109,0.093,0.004
cg10969343,2,144565650,,,0.095,0.084,0.003
cg10971048,14,52326169,GNG2,TSS1500,0.089,0.076,0.006
cg10975985,14,33081481,AKAP6,Body,0.088,0.081,0.003
cg10978034,6,33129988,,,0.172,0.153,0.012
cg10984625,2,238599858,LRRFIP1;LRRFIP1;LRRFIP1;LRRFIP1;LRRFIP1,TSS1500;TSS1500;TSS1500;TSS1500;Body,0.103,0.082,0.007
cg10985288,3,170983841,TNIK;TNIK;TNIK;TNIK;TNIK;TNIK;TNIK;TNIK,Body;Body;Body;Body;Body;Body;Body;Body,0.096,0.090,0.004
cg10985914,1,212769641,ATF3,5'UTR,0.105,0.096,0.005
cg10987624,1,182995719,LAMC1,Body,0.091,0.089,0.005
cg10988324,10,49730753,ARHGAP22,Body,0.101,0.101,0.004
cg10991752,6,155845314,,,0.086,0.075,0.003
cg10998291,3,194876449,C3orf21,Body,0.096,0.082,0.005
cg11001536,5,153489773,,,0.094,0.083,0.003
cg11012543,3,52231691,ALAS1;ALAS1,TSS1500;TSS1500,0.086,0.080,0.004
cg11015893,7,135433540,FAM180A;FAM180A,1stExon;5'UTR,0.095,0.092,0.004
cg11018604,5,71507163,,,0.107,0.112,0.003
cg11019771,7,137085181,DGKI,Body,0.108,0.114,0.005
cg11021321,20,57471660,GNAS;GNAS;GNAS;GNAS;GNAS;GNAS;GNAS;GNAS,Body;Body;3'UTR;Body;Body;3'UTR;Body;Body,0.086,0.068,0.005
cg11027221,11,67770665,UNC93B1,Body,0.141,0.133,0.004
cg11033697,4,177305431,,,0.087,0.077,0.005
cg11036279,2,242785270,,,0.090,0.077,0.007
cg11046602,17,47695458,SPOP;SPOP;SPOP;SPOP;SPOP;SPOP,Body;Body;Body;Body;Body;Body,0.094,0.092,0.003
cg11050793,12,124876650,NCOR2;NCOR2,Body;Body,0.146,0.119,0.013
cg11071448,1,202584465,SYT2;SYT2,5'UTR;5'UTR,0.099,0.094,0.004
cg11076902,11,78974086,ODZ4,5'UTR,0.110,0.107,0.003
cg11081272,11,78130236,GAB2,TSS1500,0.087,0.079,0.003
cg11084266,1,156187819,PMF1,Body,0.091,0.071,0.003
cg11091914,8,105598224,LRP12;LRP12,Body;Body,0.102,0.099,0.007
cg11104416,4,1202861,LOC100130872;LOC100130872-SPON2,TSS200;TSS1500,0.098,0.103,0.006
cg11110759,14,101282683,,,0.106,0.105,0.004
cg11117717,14,31560529,AP4S1,Body,0.087,0.076,0.004
cg11120551,1,146713996,CHD1L,TSS1500,0.100,0.082,0.004
cg11145461,1,201475451,CSRP1;CSRP1,5'UTR;5'UTR,0.104,0.108,0.005
cg11146034,12,96590670,ELK3,5'UTR,0.137,0.142,0.006
cg11162118,11,31837104,PAX6,5'UTR,0.102,0.098,0.007
cg11164618,17,74494790,RHBDF2;RHBDF2,5'UTR;5'UTR,0.114,0.120,0.004
cg11166893,13,114814706,RASA3,Body,0.098,0.078,0.009
cg11168687,4,185726782,ACSL1,5'UTR,0.115,0.121,0.005
cg11169848,11,67142030,LOC100130987;CLCF1;CLCF1,Body;TSS1500;TSS1500,0.094,0.072,0.007
cg11176169,7,140305368,,,0.091,0.085,0.003
cg11179180,11,78986371,ODZ4,5'UTR,0.087,0.073,0.003
cg11184109,3,53164962,RFT1,TSS1500,0.112,0.105,0.005
cg11200042,10,120102309,C10orf84;C10orf84,TSS1500;TSS1500,0.099,0.092,0.003
cg11211486,3,46033800,FYCO1,5'UTR,0.102,0.079,0.005
